客户编号,A1,A3,A4,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A20
14731,,X710112,370000,99.0,XW4,X1,,,1,T1,3,ZC4,-0.1732604666760052,2502 days,,A2
14732,,X322223,130000,99.0,XW9,X1,,,1,T2,5,ZC4,-0.1732604666760052,2294 days,,A2
14733,,X420923,440000,99.0,XW9,,,,1,T0,5,,-0.1732604666760052,2982 days,,A2
14734,,X120221,410000,50.0,XW9,,,,1,T0,5,ZC9,5.695652456871168,3093 days,,A2
14735,,X123723,510000,99.0,XW0,X1,,,1,T2,6,ZC9,-0.1732604666760052,2032 days,,A2
14736,,X120521,510000,99.0,XW9,X1,,,1,T0,5,ZC1,-0.1732604666760052,2946 days,,A2
14737,A9,X522129,450000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3579 days,,A2
14738,,X122727,610000,99.0,XW9,X1,,,1,T0,6,ZC3,-0.1732604666760052,2020 days,,A2
14739,,X121322,510000,60.0,XW0,X1,,,1,T2,4,ZC3,5.83504722471665,1934 days,,A2
14740,,X121121,210000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2936 days,,A2
14741,,X380984,130000,60.0,XW0,X1,,,1,T2,4,ZC9,-0.1732604666760052,1981 days,,A2
14742,,X720923,370000,99.0,XW9,X1,,,1,T1,M,ZC0,-0.1732604666760052,2499 days,,A2
14743,A9,X121422,410000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3396 days,,A2
14744,,X322926,530000,70.0,XW0,,,,1,T0,1,ZC9,-0.1732604666760052,2755 days,,A2
14745,,X322124,530000,99.0,XW9,,,,1,T0,6,ZC0,-0.1732604666760052,2992 days,,A2
14746,,X302901,530000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3299 days,,A2
14747,,X200703,420000,99.0,XW0,X1,,,1,T1,6,ZC3,-0.1732604666760052,2122 days,,A2
14748,,X320725,430000,99.0,XW9,,,,1,T0,5,,-0.1732604666760052,2954 days,,A2
14749,A9,X520422,450000,99.0,XW9,,,,1,T0,N,ZC3,-0.1732604666760052,3621 days,,A2
14750,,X380282,130000,99.0,XW0,X1,,,1,T2,3,ZC3,-0.1732604666760052,2157 days,,A2
14751,,X321126,130000,99.0,XW0,X1,,,1,T2,6,ZC9,-0.1732604666760052,2097 days,,A2
14752,,X222422,520000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2963 days,,A2
14753,,X602203,360000,99.0,XW9,,,,1,T1,6,ZC9,-0.1732604666760052,2731 days,,A2
14754,,X030237,500000,99.0,XW0,X1,,,1,T2,6,ZC9,-0.1732604666760052,2154 days,,A2
14755,,X380183,230000,99.0,XW0,X1,,,1,T0,4,ZC9,-0.1732604666760052,2013 days,,A2
14756,,X380683,130000,99.0,XW0,X1,,,1,T2,4,ZC9,-0.1732604666760052,2116 days,,A2
14757,,X402101,340000,99.0,XW0,X1,,,1,T2,6,ZC4,-0.1732604666760052,2498 days,,A2
14758,,X221122,420000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,2279 days,,A2
14759,,X020221,500000,60.0,XW9,X1,,,2012,T2,0,ZC9,5.883752948877401,2078 days,,A2
14760,,X000106,500000,99.0,XW0,X1,,,1,T1,6,ZC3,-0.1732604666760052,1917 days,,A2
14761,,X330130,130000,30.0,XW0,X1,,,2016,T0,3,ZC9,-0.1732604666760052,2013 days,,A2
14762,,X700202,370000,99.0,XW9,X1,,,1,T2,4,ZC9,-0.1732604666760052,2127 days,,A2
14763,,X302503,430000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2897 days,,A2
14764,,X422724,140000,30.0,XW0,X1,,B,2020,T0,N,,-0.1732604666760052,3183 days,,A2
14765,,X380682,130000,99.0,XW0,X1,,,1,T2,6,ZC9,-0.1732604666760052,2124 days,,A2
14766,,X522728,450000,99.0,XW9,,,,1,T0,1,ZC3,-0.1732604666760052,2937 days,,A2
14767,,X402301,540000,99.0,XW9,,,,1,T2,4,ZC2,5.6847444040643325,2826 days,E5012,A1
14768,A4,X520321,350000,40.0,XW9,X1,,,1,T2,4,ZC9,5.852424006513584,2313 days,F5219,A2
14769,,X222328,520000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2909 days,,A2
14770,,X320622,130000,99.0,XW0,X1,,,1,T1,3,ZC3,-0.1732604666760052,2135 days,,A2
14771,,X380582,130000,99.0,XW9,X1,,,1,T0,6,ZC9,-0.1732604666760052,2196 days,,A2
14772,,X420421,340000,40.0,XW0,,,,1,T0,6,ZC9,-0.1732604666760052,2914 days,,A2
14773,,X121324,510000,99.0,XW9,X1,,,1,T0,6,ZC9,-0.1732604666760052,2097 days,,A2
14774,,X100902,510000,99.0,XW9,X1,,,1,T0,3,ZC0,-0.1732604666760052,2944 days,,A2
14775,,X520628,350000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2983 days,,A2
14776,,X222426,520000,20.0,XW4,X1,,,2016,T0,3,ZC0,-0.1732604666760052,1942 days,,A2
14777,,X720321,370000,30.0,XW9,,,,1,T0,5,ZC9,5.615744628169935,2925 days,,A2
14778,,X721322,370000,99.0,XW0,,,,1,T2,5,ZC3,-0.1732604666760052,2318 days,,A2
14779,,X321123,230000,99.0,XW9,X1,,,1,T0,4,ZC9,-0.1732604666760052,2498 days,,A2
14780,,X122724,410000,30.0,XW0,,,B,2019,T0,N,,-0.1732604666760052,3290 days,,A2
14781,,X421622,440000,99.0,XW0,X1,,,1,T2,1,ZC9,-0.1732604666760052,2529 days,,A2
14782,,X720923,370000,99.0,XW0,X1,,,1,T2,5,ZC9,-0.1732604666760052,2088 days,,A2
14783,,X120221,410000,99.0,XW9,,,,1,T0,0,ZC9,-0.1732604666760052,2971 days,,A2
14784,,X620827,360000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3349 days,,A2
14785,,X120228,110000,30.0,XW0,X1,,,2013,T0,3,ZC9,-0.1732604666760052,2079 days,,A2
14786,A9,X220221,520000,99.0,XW9,,,,1,T0,N,ZC0,-0.1732604666760052,3573 days,,A2
14787,,X520121,450000,99.0,XW9,,,,1,T0,1,ZC9,-0.1732604666760052,3046 days,,A2
14788,,X123128,510000,99.0,XW9,X1,,,1,T0,N,,5.707321536618013,2816 days,,A2
14789,,X320424,130000,99.0,XW9,X1,,,1,T0,3,ZC0,-0.1732604666760052,2113 days,,A2
14790,,X422423,340000,60.0,XW0,X1,,,1,T2,5,ZC3,-0.1732604666760052,2802 days,,A2
14791,,X121521,510000,99.0,XW0,X1,,,1,T1,3,ZC9,-0.1732604666760052,2285 days,,A2
14792,,X120627,610000,99.0,XW0,X1,,,1,T1,1,ZC4,-0.1732604666760052,2786 days,,A2
14793,,X111113,510000,99.0,XW0,X1,,,1,T2,3,ZC4,-0.1732604666760052,2233 days,,A2
14794,A9,X181481,410000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3375 days,,A2
14795,,X422423,340000,99.0,XW9,X1,,,1,T2,3,ZC9,-0.1732604666760052,2087 days,,A2
14796,,X322127,130000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2000 days,,A2
14797,,X380983,130000,30.0,XW0,X1,,B,2011,T0,1,ZC9,-0.1732604666760052,2333 days,,A2
14798,,X320426,430000,30.0,XW0,,,B,2016,T0,0,ZC9,-0.1732604666760052,2977 days,,A2
14799,,X103701,510000,99.0,XW9,X1,,,1,T0,6,,-0.1732604666760052,2166 days,,A2
14800,,X321025,430000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3191 days,,A2
14801,,X380682,130000,99.0,XW9,X1,,,1,T2,6,,-0.1732604666760052,2106 days,,A2
14802,,X120525,510000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,2135 days,,A2
14803,,X580182,350000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3257 days,,A2
14804,,X200203,220000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2604 days,,A2
14805,,X333030,130000,99.0,XW0,X1,,,1,T0,3,ZC9,-0.1732604666760052,1988 days,,A2
14806,,X480883,440000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3315 days,,A2
14807,,X522724,150000,20.0,XW4,,,B,2010,T0,1,ZC9,-0.1732604666760052,3014 days,,A2
14808,,X330435,130000,99.0,XW9,X1,,,1,T0,6,,-0.1732604666760052,1992 days,,A2
14809,,X220722,320000,99.0,XW9,,,,1,T0,5,ZC9,-0.1732604666760052,2944 days,,A2
14810,,X202202,420000,99.0,XW9,X1,,,1,T1,6,ZC9,-0.1732604666760052,2164 days,,A2
14811,,X080383,500000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2263 days,,A2
14812,,X020222,500000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2280 days,,A2
14813,,X522823,650000,99.0,XW9,,,,1,T0,N,ZC0,-0.1732604666760052,3291 days,,A2
14814,,X580881,450000,99.0,XW9,X1,,,1,T1,6,ZC9,-0.1732604666760052,2135 days,,A2
14815,,X080384,500000,99.0,XW9,X1,,,1,T0,6,ZC9,-0.1732604666760052,2170 days,,A2
14816,A9,X320826,130000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3619 days,,A2
14817,,X420323,340000,99.0,XW0,X1,,,1,T1,3,ZC3,-0.1732604666760052,1992 days,,A2
14818,,X422725,140000,99.0,XW9,X1,,,1,T0,6,,-0.1732604666760052,2103 days,,A2
14819,A9,X402702,140000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3387 days,,A2
14820,,X320522,430000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,2507 days,,A2
14821,,X100702,510000,99.0,XW0,X1,,,1,T2,3,,-0.1732604666760052,2671 days,,A2
14822,,X121324,510000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,2124 days,,A2
14823,,X320623,130000,99.0,XW0,X1,,,1,T2,5,ZC9,-0.1732604666760052,2080 days,,A2
14824,,X120922,510000,99.0,XW9,X1,,,1,T2,3,ZC0,-0.1732604666760052,2678 days,,A2
14825,,X120722,510000,99.0,XW9,X1,,,1,T0,6,ZC9,-0.1732604666760052,2335 days,,A2
14826,,X120921,510000,99.0,XW0,X1,,,1,T2,6,ZC0,-0.1732604666760052,2209 days,,A2
14827,,X100902,510000,99.0,XW9,X1,,,1,T0,6,ZC9,-0.1732604666760052,2666 days,,A2
14828,,X121623,510000,30.0,XW9,X1,,,1,T1,6,ZC9,5.600904602839706,2315 days,,A2
14829,,X220421,620000,30.0,XW0,,,B,2020,T0,N,,-0.1732604666760052,3228 days,,A2
14830,,X302503,430000,99.0,XW0,X1,,,1,T2,0,ZC4,-0.1732604666760052,2119 days,,A2
14831,,X120725,510000,40.0,XW0,X1,,,1,T2,6,ZC9,-0.1732604666760052,2022 days,,A2
14832,,X400602,440000,30.0,XW0,,,B,2020,T0,N,ZC9,-0.1732604666760052,3244 days,,A2
14833,,X280983,420000,99.0,XW9,X1,,,1,T0,0,ZC9,-0.1732604666760052,2077 days,,A2
14834,,X320524,230000,70.0,XW0,,,,1,T0,4,,-0.1732604666760052,2921 days,,A2
14835,,X322726,530000,30.0,XW0,,,B,2019,T0,5,ZC9,-0.1732604666760052,3009 days,,A2
14836,,X322627,530000,70.0,XW0,,,,1,T0,N,ZC3,-0.1732604666760052,2677 days,,A0
14837,,X123022,510000,99.0,XW0,X1,,,1,T1,3,,-0.1732604666760052,2089 days,,A2
14838,,X520722,450000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2972 days,,A2
14839,,X123322,510000,99.0,XW9,X1,,,1,T2,6,ZC9,-0.1732604666760052,1920 days,,A2
14840,,X121025,510000,20.0,XW4,X1,,,2012,T1,0,ZC0,-0.1732604666760052,1982 days,,A2
14841,,X320822,130000,99.0,XW9,X1,,,1,T2,6,ZC9,-0.1732604666760052,1998 days,,A2
14842,,X202301,620000,99.0,XW9,,,,1,T0,5,ZC9,-0.1732604666760052,3034 days,,A2
14843,A9,X210111,620000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3575 days,,A2
14844,,X120928,410000,99.0,XW9,,,,1,T0,3,,-0.1732604666760052,2940 days,,A2
14845,A9,X600103,360000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3566 days,,A2
14846,,X120724,510000,60.0,XW0,X1,,,1,T2,6,ZC9,5.6248769514500765,2140 days,,A2
14847,,X220321,420000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,2112 days,,A2
14848,,X101302,510000,30.0,XW0,X1,,,2017,T1,3,ZC9,-0.1732604666760052,2256 days,,A2
14849,,X420826,340000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2960 days,,A2
14850,,X210117,420000,99.0,XW0,X1,,,1,T1,3,ZC4,-0.1732604666760052,2510 days,,A2
14851,,X122528,510000,30.0,XW0,,,B,2010,T0,6,ZC0,-0.1732604666760052,3019 days,,A2
14852,,X420825,440000,99.0,XW9,,,,1,T0,3,,-0.1732604666760052,2955 days,,A2
14853,,X121623,510000,40.0,XW0,X1,,,1,T2,3,ZC9,-0.1732604666760052,2086 days,,A2
14854,,X120522,410000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3137 days,,A2
14855,,X123127,510000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,2074 days,,A2
14856,,X610311,360000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2982 days,,A2
14857,A9,X280182,220000,30.0,XW0,,,B,1,T0,N,ZC9,-0.1732604666760052,3611 days,,A2
14858,,X080383,500000,99.0,XW9,X1,,,1,T1,3,ZC9,-0.1732604666760052,2135 days,,A2
14859,,X120227,510000,99.0,XW9,X1,,,1,T0,1,ZC9,-0.1732604666760052,2063 days,,A2
14860,,X202301,620000,99.0,XW0,,,,1,T1,1,ZC9,-0.1732604666760052,2715 days,,A2
14861,,X503101,650000,30.0,XW0,,,B,2020,T0,N,,-0.1732604666760052,3200 days,,A2
14862,A9,X320729,130000,30.0,XW0,,,B,1,T0,N,,-0.1732604666760052,3591 days,,A2
14863,,X210117,420000,99.0,XW0,X1,,,1,T2,4,ZC9,-0.1732604666760052,2367 days,,A2
14864,,X102201,510000,99.0,XW0,X1,,,1,T1,6,ZC9,-0.1732604666760052,1931 days,,A2
14865,,X000103,500000,20.0,XW4,X1,,,2016,T0,1,ZC9,-0.1732604666760052,1915 days,,A2
14866,A9,X121623,510000,30.0,XW0,X1,,B,1,T0,N,,-0.1732604666760052,3593 days,,A2
14867,,X000103,500000,99.0,XW9,X1,,,1,T0,6,ZC0,-0.1732604666760052,2020 days,,A2
14868,,X232130,520000,99.0,XW0,,,,1,T2,6,ZC3,-0.1732604666760052,2680 days,,A2
14869,,X120722,510000,99.0,XW0,X1,,,1,T2,4,ZC3,-0.1732604666760052,2213 days,,A2
14870,,X520924,450000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,2858 days,,A2
14871,,X280382,320000,30.0,XW0,,,B,2020,T0,N,ZC0,-0.1732604666760052,3218 days,,A2
14872,,X380481,130000,99.0,XW9,X1,,,1,T1,5,ZC9,-0.1732604666760052,2004 days,,A2
14873,,X120322,510000,99.0,XW9,X1,,,1,T0,N,ZC9,-0.1732604666760052,3298 days,,A2
14874,,X180781,510000,99.0,XW9,X1,,,1,T0,4,,-0.1732604666760052,2229 days,,A2
14875,,X380984,130000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2151 days,,A2
14876,,X280581,420000,30.0,XW0,,,B,2020,T0,N,ZC9,-0.1732604666760052,2856 days,,A0
14877,,X330532,130000,99.0,XW0,X1,,,1,T2,3,ZC9,-0.1732604666760052,2148 days,,A2
14878,,X522127,450000,99.0,XW0,,,,1,T2,0,ZC0,-0.1732604666760052,2698 days,,A2
14879,,X121322,510000,60.0,XW9,X1,,,1,T2,1,ZC9,-0.1732604666760052,2082 days,,A2
14880,,X120322,510000,99.0,XW9,X1,,,1,T2,4,ZC0,-0.1732604666760052,2253 days,,A2
14881,,X222827,620000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3228 days,,A2
14882,,X421227,340000,99.0,XW0,X1,,,1,T2,5,,-0.1732604666760052,1975 days,,A2
14883,A9,X121623,510000,99.0,XW9,X1,,,1,T0,N,ZC9,-0.1732604666760052,3576 days,,A2
14884,,X131133,510000,99.0,XW4,X1,,,1,T2,4,ZC9,-0.1732604666760052,1925 days,,A2
14885,,X020226,500000,99.0,XW0,X1,,,1,T2,3,ZC9,-0.1732604666760052,1972 days,,A2
14886,,X721322,370000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2983 days,,A2
14887,A9,X380183,330000,30.0,XW0,,,B,1,T0,N,ZC9,-0.1732604666760052,3575 days,,A2
14888,,X320222,130000,99.0,XW9,X1,,,1,T2,6,ZC9,-0.1732604666760052,2347 days,,A2
14889,,X220222,220000,99.0,XW0,X1,,,1,T2,3,,-0.1732604666760052,2291 days,,A2
14890,,X020228,500000,99.0,XW0,X1,,,1,T2,5,ZC9,-0.1732604666760052,1941 days,,A2
14891,,X380184,130000,20.0,XW4,,,B,2020,T0,N,ZC9,-0.1732604666760052,2826 days,,A2
14892,,X680782,360000,30.0,XW0,X1,,B,2018,T0,N,ZC9,-0.1732604666760052,2575 days,,A2
14893,,X500902,450000,99.0,XW9,,,,1,T1,3,ZC9,-0.1732604666760052,2621 days,,A2
14894,,X220322,320000,99.0,XW9,,,,1,T0,5,ZC1,-0.1732604666760052,2983 days,,A2
14895,,X222121,520000,99.0,XW9,,,,1,T0,0,ZC0,-0.1732604666760052,3012 days,,A2
14896,A9,X322927,530000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3560 days,,A2
14897,,X522223,450000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2941 days,,A2
14898,,X202201,420000,30.0,XW0,X1,,B,2019,T0,3,ZC9,-0.1732604666760052,2760 days,,A2
14899,,X302404,130000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,2065 days,,A2
14900,,X600006,460000,99.0,XW9,,,,1,T1,4,,-0.1732604666760052,2739 days,,A2
14901,,X121024,510000,20.0,XW4,X4,,B,1,T1,0,ZC3,-0.1732604666760052,2725 days,,A2
14902,,X121321,510000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,2279 days,,A2
14903,,X330634,130000,20.0,XW4,X1,,,2012,T2,0,ZC9,-0.1732604666760052,2104 days,,A2
14904,,X302201,130000,30.0,XW0,X1,,,1,T2,1,ZC0,-0.1732604666760052,2036 days,,A2
14905,,X120724,510000,99.0,XW9,X1,,,1,T0,5,,-0.1732604666760052,2137 days,,A2
14906,,X220221,520000,99.0,XW9,,,,1,T0,0,ZC9,-0.1732604666760052,3041 days,,A2
14907,,X120727,410000,99.0,XW0,X1,,,1,T1,3,ZC4,-0.1732604666760052,2230 days,,A2
14908,,X320623,130000,99.0,XW9,X1,,,1,T1,3,ZC9,-0.1732604666760052,1965 days,,A2
14909,,X101402,410000,99.0,XW9,X1,,,1,T1,5,,-0.1732604666760052,2068 days,,A2
14910,,X580581,350000,99.0,XW9,X1,,,1,T2,5,ZC9,-0.1732604666760052,2492 days,,A2
14911,,X330633,130000,99.0,XW2,X1,,,1,T1,5,ZC9,-0.1732604666760052,2159 days,,A2
14912,,X120525,510000,99.0,XW0,X1,,,1,T0,N,ZC9,-0.1732604666760052,2293 days,,A2
14913,,X030236,500000,99.0,XW9,,,,1,T0,4,ZC9,-0.1732604666760052,2983 days,,A2
14914,,X281088,320000,99.0,XW0,X1,,,1,T2,1,ZC4,-0.1732604666760052,2507 days,,A2
14915,A9,X123822,510000,99.0,XW9,X1,,,1,T0,N,,-0.1732604666760052,3572 days,,A2
14916,,X630731,360000,30.0,XW0,,,B,2019,T0,1,,-0.1732604666760052,2581 days,,A2
14917,,X000102,500000,99.0,XW0,X1,,,1,T1,1,ZC4,-0.1732604666760052,2245 days,,A2
14918,,X122825,410000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,2178 days,,A2
14919,,X103101,510000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,2255 days,,A2
14920,A9,X510111,450000,30.0,XW0,,,B,1,T0,N,,-0.1732604666760052,3576 days,,A2
14921,A9,X780883,370000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3375 days,,A2
14922,,X120724,510000,20.0,XW4,X1,,,2010,T2,3,ZC9,5.6030608458364055,1998 days,,A2
14923,,X120322,410000,60.0,XW0,X1,,,1,T0,3,ZC9,-0.1732604666760052,2136 days,,A2
14924,,X480881,440000,99.0,XW9,,,,1,T0,1,,-0.1732604666760052,2971 days,,A2
14925,,X220322,220000,30.0,XW0,,,B,2019,T0,3,ZC3,-0.1732604666760052,3006 days,,A2
14926,,X200702,220000,99.0,XW9,X1,,,1,T1,3,ZC9,-0.1732604666760052,2025 days,,A2
14927,,X420224,440000,99.0,XW0,X1,,,1,T1,0,ZC0,-0.1732604666760052,2507 days,,A2
14928,,X030238,500000,99.0,XW0,X1,,,1,T2,4,ZC9,-0.1732604666760052,2168 days,,A2
14929,,X180182,410000,30.0,XW0,,,B,2019,T0,6,ZC0,-0.1732604666760052,3017 days,,A2
14930,,X100902,510000,99.0,XW9,X1,,,1,T0,6,ZC9,-0.1732604666760052,2972 days,,A2
14931,,X020226,500000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2990 days,,A2
14932,,X121028,510000,99.0,XW9,X1,,,1,T0,4,,-0.1732604666760052,2191 days,,A2
14933,,X123029,510000,99.0,XW0,X1,,,1,T1,3,ZC3,-0.1732604666760052,1926 days,,A2
14934,,X030236,500000,99.0,XW0,X1,,,1,T2,5,ZC9,-0.1732604666760052,2093 days,,A2
14935,,X220722,220000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3297 days,,A2
14936,,X222621,620000,99.0,XW9,X1,,,1,T0,4,ZC9,-0.1732604666760052,2977 days,,A2
14937,,X420921,440000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2891 days,,A2
14938,,X300903,230000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2987 days,,A2
14939,,X522824,450000,99.0,XW9,X1,,,1,T2,4,ZC9,-0.1732604666760052,2511 days,,A2
14940,A9,X200104,420000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3366 days,,A2
14941,,X222821,620000,30.0,XW0,,,B,2020,T0,N,ZC4,-0.1732604666760052,2775 days,,A2
14942,,X622323,360000,99.0,XW0,X1,,,1,T1,6,ZC9,-0.1732604666760052,2089 days,,A2
14943,,X309005,230000,99.0,XW9,,,,1,T0,3,,-0.1732604666760052,2983 days,,A2
14944,,X630734,360000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3299 days,,A2
14945,,X180381,210000,20.0,XW4,,,B,2018,T1,3,ZC3,-0.1732604666760052,2657 days,,A2
14946,,X121325,510000,30.0,XW0,X1,,,2016,T0,1,ZC9,-0.1732604666760052,1924 days,,A2
14947,,X120522,510000,99.0,XW9,X1,,,1,T0,6,ZC1,-0.1732604666760052,2848 days,,A2
14948,,X030238,500000,30.0,XW0,X1,,,2017,T0,3,ZC9,-0.1732604666760052,2135 days,,A2
14949,,X410111,640000,99.0,XW9,X1,,,1,T2,6,ZC0,-0.1732604666760052,2508 days,,A2
14950,,X120322,510000,99.0,XW9,X1,,,1,T0,6,,-0.1732604666760052,2978 days,,A2
14951,,X320529,130000,99.0,XW0,X1,,,1,T2,1,ZC1,-0.1732604666760052,1963 days,,A2
14952,,X030234,500000,99.0,XW9,X1,,,1,T2,4,ZC9,-0.1732604666760052,2362 days,,A2
14953,,X220821,220000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2973 days,,A2
14954,,X330535,130000,99.0,XW0,X1,,,1,T2,5,ZC9,-0.1732604666760052,1973 days,,A2
14955,,X120322,510000,50.0,XW9,X1,,,1,T1,0,ZC9,5.704531104504638,1979 days,,A2
14956,,X320929,130000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2983 days,,A2
14957,,X380683,130000,99.0,XW0,,,,1,T2,1,ZC4,-0.1732604666760052,2646 days,,A2
14958,,X000101,500000,20.0,XW4,X1,,B,2015,T1,1,ZC0,-0.1732604666760052,2189 days,,A2
14959,,X280181,220000,99.0,XW9,,,,1,T0,1,,-0.1732604666760052,2877 days,,A2
14960,,X101304,510000,30.0,XW0,X1,,,1,T2,0,ZC9,5.798898445066094,2070 days,,A2
14961,,X121123,510000,99.0,XW0,X1,,,1,T1,3,ZC4,-0.1732604666760052,2125 days,,A2
14962,,X222526,520000,99.0,XW9,,,,1,T0,4,ZC3,-0.1732604666760052,2966 days,,A2
14963,,X322128,530000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,3016 days,,A2
14964,,X422325,140000,99.0,XW0,X1,,,1,T2,6,ZC9,-0.1732604666760052,2575 days,,A2
14965,,X730831,370000,99.0,XW0,X1,,,1,T2,6,ZC9,-0.1732604666760052,2095 days,,A2
14966,,X121022,510000,99.0,XW0,X1,,,1,T2,N,ZC3,-0.1732604666760052,1971 days,,A2
14967,,X422221,640000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2907 days,,A2
14968,,X103902,510000,99.0,XW9,X1,,,1,T0,N,,-0.1732604666760052,3133 days,,A2
14969,,X222827,420000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2937 days,,A2
14970,,X302503,430000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3298 days,,A2
14971,,X620025,460000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3178 days,,A2
14972,,X622329,360000,99.0,XW9,,,,1,T0,6,ZC0,-0.1732604666760052,2919 days,,A2
14973,,X120527,410000,99.0,XW0,X1,,,1,T2,6,ZC9,-0.1732604666760052,2021 days,,A2
14974,,X520821,450000,30.0,XW0,,,B,2018,T0,N,ZC9,-0.1732604666760052,2945 days,,A2
14975,,X500703,450000,99.0,XW9,,,,1,T0,1,,-0.1732604666760052,2946 days,,A2
14976,,X133432,510000,20.0,XW0,X1,,B,2005,T2,0,ZC1,5.71417077907812,3351 days,,A2
14977,,X202401,520000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3131 days,,A2
14978,,X103902,510000,99.0,XW9,X1,,,1,T2,4,ZC3,-0.1732604666760052,1952 days,,A2
14979,,X780285,370000,99.0,XW0,X1,,,1,T1,6,ZC9,-0.1732604666760052,2217 days,,A2
14980,,X120722,510000,99.0,XW9,X1,,,1,T0,6,,-0.1732604666760052,2271 days,,A2
14981,,X330434,130000,30.0,XW0,X1,,,2014,T1,3,ZC4,-0.1732604666760052,1969 days,,A2
14982,,X320628,130000,99.0,XW9,X1,,,1,T1,4,ZC9,-0.1732604666760052,2039 days,,A2
14983,,X420225,140000,99.0,XW9,,,,1,T0,1,ZC9,-0.1732604666760052,2979 days,,A2
14984,,X402801,440000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3314 days,,A2
14985,,X040243,500000,30.0,XW0,X1,,,2007,T2,1,ZC9,5.608388034416488,2105 days,L7269,A2
14986,,X522629,150000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2989 days,,A2
14987,,X123523,510000,99.0,XW0,X1,,,1,T1,1,ZC4,-0.1732604666760052,1991 days,,A2
14988,,X121622,510000,20.0,XW4,X1,,B,2013,T2,3,ZC2,-0.1732604666760052,2314 days,,A2
14989,,X320429,130000,99.0,XW0,X1,,,1,T2,5,ZC9,-0.1732604666760052,2169 days,,A2
14990,,X132533,510000,99.0,XW0,X1,,,1,T2,6,ZC9,-0.1732604666760052,2082 days,,A2
